                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.5459,                 1.6729,                 1.8517,                0.63342,                0.60152,                0.60203,                0.28757,                 1.8669,                 1.5587,                 2.2734,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.5386,                  1.663,                  1.846,                0.62215,                0.61227,                0.60378,                0.28813,                 1.8666,                  1.564,                  2.267,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.5326,                 1.6575,                 1.8421,                 0.6137,                0.61305,                0.60238,                0.28858,                 1.8713,                 1.5558,                 2.2755,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.5304,                 1.6457,                 1.8399,                0.63273,                0.60986,                0.60498,                0.28739,                 1.8712,                 1.5605,                 2.2893,                0.00901,                0.00901,                0.00901
                     53,                 1.5283,                 1.6327,                 1.8366,                0.60522,                0.62217,                0.60376,                0.28421,                 1.8793,                 1.5502,                 2.2891,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.5303,                 1.6402,                 1.8291,                0.63348,                0.61257,                 0.6102,                0.28401,                 1.8802,                 1.5443,                 2.2714,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.5184,                  1.619,                 1.8209,                0.62897,                0.61274,                0.60624,                 0.2845,                 1.8877,                 1.5277,                 2.2999,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.5087,                 1.6089,                 1.8207,                0.62358,                0.60853,                0.60156,                0.28954,                 1.8774,                 1.5211,                 2.2732,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.5159,                 1.6059,                  1.817,                0.64016,                0.59895,                0.60486,                0.28753,                 1.8772,                 1.5277,                 2.2694,               0.008911,               0.008911,               0.008911
                     58,                 1.5058,                 1.6002,                 1.8133,                0.60222,                0.61923,                0.60219,                 0.2897,                 1.8734,                 1.5338,                 2.2756,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.4988,                 1.5866,                 1.8063,                0.61993,                0.62061,                0.61115,                0.29197,                 1.8756,                 1.5217,                 2.2715,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.4911,                  1.587,                 1.7989,                0.62278,                0.61242,                 0.5963,                0.28577,                 1.8889,                  1.524,                 2.2781,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.5009,                 1.5942,                  1.808,                0.62295,                0.61024,                0.60623,                0.28617,                 1.8816,                 1.5163,                 2.2788,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.4933,                 1.5864,                  1.807,                0.61721,                0.61587,                0.60197,                0.28924,                  1.883,                 1.5127,                 2.2811,               0.008812,               0.008812,               0.008812
                     63,                 1.4852,                 1.5669,                 1.7935,                0.62526,                0.62055,                0.60655,                0.28519,                 1.8968,                 1.5213,                 2.2892,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.4852,                 1.5608,                 1.7952,                0.60842,                0.62724,                0.60226,                0.28403,                 1.8943,                  1.527,                 2.2969,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.4887,                 1.5636,                 1.7923,                0.60968,                0.62295,                0.59665,                0.28225,                 1.8915,                 1.5202,                 2.2917,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.4798,                 1.5501,                 1.7945,                0.61416,                0.61752,                 0.5948,                0.28324,                 1.8947,                 1.5153,                 2.2928,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.4777,                 1.5354,                  1.782,                 0.6181,                0.61934,                0.59921,                0.28583,                 1.9021,                 1.5036,                 2.3011,               0.008713,               0.008713,               0.008713
                     68,                 1.4717,                 1.5518,                 1.7803,                0.61961,                0.62045,                0.60642,                 0.2894,                 1.8931,                 1.5056,                 2.2956,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.4766,                 1.5538,                 1.7864,                0.61547,                0.62228,                0.60686,                0.28967,                 1.8865,                  1.508,                 2.2913,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.4666,                 1.5332,                 1.7812,                0.61978,                0.62229,                0.59957,                0.28571,                  1.889,                 1.5107,                 2.2971,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.4643,                 1.5241,                 1.7785,                0.62571,                0.62443,                0.60494,                0.28647,                 1.8972,                 1.5019,                 2.3019,              0.0086338,              0.0086338,              0.0086338
