                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.3424,                 1.3327,                 1.6799,                0.57754,                0.63722,                0.57995,                0.27882,                 2.0091,                 1.5072,                 2.4591,                0.00802,                0.00802,                0.00802
                    102,                 1.3452,                 1.3204,                 1.6819,                0.57306,                 0.6373,                 0.5785,                0.27888,                 2.0122,                 1.5085,                 2.4642,              0.0080002,              0.0080002,              0.0080002
                    103,                 1.3351,                 1.3118,                 1.6748,                0.57202,                0.63989,                0.57947,                0.27992,                 2.0148,                 1.5096,                  2.468,              0.0079804,              0.0079804,              0.0079804
                    104,                 1.3377,                 1.3207,                 1.6768,                0.57259,                0.64081,                0.58107,                0.27997,                 2.0172,                 1.5089,                 2.4698,              0.0079606,              0.0079606,              0.0079606
                    105,                 1.3338,                 1.3152,                 1.6668,                0.57615,                0.63568,                0.57848,                0.27959,                 2.0176,                 1.5104,                 2.4689,              0.0079408,              0.0079408,              0.0079408
                    106,                 1.3274,                 1.2938,                 1.6639,                  0.571,                0.63506,                0.57454,                0.27887,                   2.02,                 1.5112,                 2.4724,               0.007921,               0.007921,               0.007921
                    107,                 1.3377,                 1.3086,                 1.6699,                0.57538,                 0.6308,                0.57384,                0.27852,                 2.0225,                  1.508,                 2.4766,              0.0079012,              0.0079012,              0.0079012
                    108,                 1.3305,                 1.3126,                 1.6691,                0.57223,                0.63322,                 0.5737,                0.27869,                 2.0224,                 1.5108,                 2.4764,              0.0078814,              0.0078814,              0.0078814
                    109,                 1.3207,                 1.2905,                 1.6579,                0.57542,                0.63066,                0.57539,                0.27887,                 2.0212,                 1.5128,                 2.4758,              0.0078616,              0.0078616,              0.0078616
                    110,                 1.3157,                 1.2932,                 1.6542,                  0.575,                0.63059,                0.57512,                0.27914,                  2.023,                 1.5102,                  2.478,              0.0078418,              0.0078418,              0.0078418
                    111,                 1.3155,                 1.2845,                 1.6551,                0.57993,                0.63147,                0.57505,                0.27893,                 2.0244,                 1.5109,                 2.4801,               0.007822,               0.007822,               0.007822
                    112,                 1.3192,                 1.2886,                 1.6557,                0.57997,                0.61923,                0.57376,                 0.2786,                 2.0246,                 1.5116,                 2.4797,              0.0078022,              0.0078022,              0.0078022
                    113,                 1.3176,                 1.2884,                 1.6528,                0.57538,                0.62752,                0.57583,                 0.2785,                 2.0259,                 1.5125,                 2.4809,              0.0077824,              0.0077824,              0.0077824
                    114,                 1.3139,                 1.2837,                 1.6523,                0.57328,                0.62695,                 0.5743,                0.27853,                  2.027,                 1.5137,                 2.4828,              0.0077626,              0.0077626,              0.0077626
                    115,                 1.3133,                 1.2747,                 1.6436,                0.57337,                0.62571,                0.57358,                0.27824,                 2.0265,                 1.5132,                 2.4831,              0.0077428,              0.0077428,              0.0077428
                    116,                 1.3184,                 1.2831,                 1.6508,                0.56928,                  0.629,                0.57366,                0.27885,                 2.0291,                 1.5117,                 2.4869,               0.007723,               0.007723,               0.007723
                    117,                 1.2967,                 1.2677,                 1.6358,                0.56995,                0.63231,                0.57641,                0.27909,                 2.0294,                 1.5104,                 2.4879,              0.0077032,              0.0077032,              0.0077032
                    118,                 1.3028,                 1.2636,                 1.6427,                0.57382,                0.62966,                0.57673,                0.27853,                 2.0312,                 1.5083,                 2.4907,              0.0076834,              0.0076834,              0.0076834
                    119,                 1.3034,                 1.2728,                 1.6418,                0.57082,                0.63007,                0.57529,                0.27809,                 2.0316,                 1.5088,                 2.4922,              0.0076636,              0.0076636,              0.0076636
                    120,                 1.3009,                 1.2578,                  1.634,                0.57013,                0.63127,                0.57483,                0.27826,                 2.0331,                 1.5074,                 2.4949,              0.0076438,              0.0076438,              0.0076438
                    121,                 1.3017,                 1.2614,                  1.633,                0.56942,                0.63325,                0.57535,                0.27817,                 2.0341,                 1.5048,                  2.497,               0.007624,               0.007624,               0.007624
                    122,                 1.2951,                 1.2656,                 1.6295,                0.56802,                0.63168,                0.57458,                0.27814,                 2.0345,                 1.5046,                 2.4983,              0.0076042,              0.0076042,              0.0076042
                    123,                 1.2951,                 1.2637,                 1.6271,                0.56913,                0.63154,                0.57457,                  0.278,                 2.0353,                 1.5038,                 2.5005,              0.0075844,              0.0075844,              0.0075844
                    124,                 1.2929,                 1.2518,                 1.6277,                0.56835,                0.63088,                0.57442,                0.27827,                  2.036,                 1.5027,                 2.5011,              0.0075646,              0.0075646,              0.0075646
                    125,                 1.2944,                 1.2465,                 1.6247,                0.57373,                0.62769,                0.57378,                0.27744,                 2.0365,                 1.5029,                 2.5023,              0.0075448,              0.0075448,              0.0075448
                    126,                 1.2881,                 1.2432,                 1.6227,                0.57256,                0.62802,                0.57308,                0.27765,                 2.0373,                 1.5023,                 2.5032,               0.007525,               0.007525,               0.007525
                    127,                 1.2815,                 1.2313,                 1.6184,                0.57313,                0.62383,                0.57227,                0.27764,                 2.0381,                 1.5024,                 2.5046,              0.0075052,              0.0075052,              0.0075052
                    128,                  1.282,                 1.2405,                 1.6168,                0.57115,                0.62602,                0.57146,                0.27777,                 2.0385,                 1.5032,                 2.5057,              0.0074854,              0.0074854,              0.0074854
