                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.5103,                 1.6021,                 1.8545,                 0.6142,                0.61655,                  0.604,                0.28882,                 1.8776,                 1.5453,                 2.3114,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.5082,                 1.5775,                 1.8522,                 0.5987,                0.63149,                0.60359,                0.28531,                 1.8913,                 1.5285,                 2.3311,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.4845,                 1.5698,                 1.8411,                0.61479,                0.61633,                0.59836,                0.28702,                 1.8878,                 1.5278,                 2.3206,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.4981,                 1.5752,                 1.8463,                0.60976,                0.62845,                0.59657,                0.28792,                 1.8871,                 1.5381,                 2.3117,               0.008911,               0.008911,               0.008911
                     58,                 1.4907,                  1.573,                 1.8425,                0.60971,                0.63165,                0.60226,                0.28841,                 1.8888,                 1.5358,                 2.3208,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.4829,                 1.5586,                 1.8318,                0.61394,                0.62585,                0.59915,                0.28943,                 1.8851,                 1.5431,                 2.3139,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.4781,                 1.5555,                 1.8259,                0.61638,                0.62857,                0.59846,                0.29072,                 1.8805,                 1.5273,                 2.3147,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.4874,                   1.56,                 1.8328,                0.60542,                0.62943,                0.59504,                0.28872,                 1.8954,                 1.5286,                 2.3222,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.4777,                  1.548,                 1.8219,                0.61217,                0.61498,                0.59386,                0.28903,                  1.896,                 1.5245,                 2.3236,               0.008812,               0.008812,               0.008812
                     63,                 1.4686,                 1.5377,                 1.8161,                0.59845,                0.62962,                 0.5935,                0.28789,                 1.9032,                 1.5266,                 2.3287,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.4696,                 1.5304,                 1.8144,                0.61502,                0.63717,                0.59746,                0.28923,                 1.8884,                 1.5371,                 2.3154,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.4688,                 1.5307,                  1.812,                0.60524,                0.63604,                0.59476,                0.28745,                 1.8961,                 1.5195,                 2.3306,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.4568,                  1.515,                 1.8096,                0.60856,                0.63333,                0.59515,                0.28841,                 1.8922,                 1.5176,                 2.3211,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.4616,                 1.5122,                 1.8091,                0.59983,                0.63813,                0.60278,                0.28885,                 1.8897,                 1.5132,                 2.3183,               0.008713,               0.008713,               0.008713
                     68,                 1.4554,                 1.5218,                 1.8084,                0.61227,                0.62705,                0.60399,                0.29266,                 1.8934,                 1.5202,                 2.3204,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.4684,                 1.5188,                 1.8142,                0.61275,                0.62396,                0.60361,                0.29339,                 1.8907,                 1.5093,                 2.3216,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.4493,                 1.5064,                 1.8046,                 0.6165,                0.62354,                 0.6061,                0.29138,                 1.8869,                 1.5022,                 2.3244,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.4482,                 1.4876,                 1.7962,                0.61964,                0.62452,                0.60495,                0.29205,                 1.9006,                 1.4952,                 2.3336,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.4537,                 1.4944,                  1.792,                0.61251,                 0.6226,                0.59833,                0.29001,                 1.9065,                 1.4912,                 2.3301,               0.008614,               0.008614,               0.008614
                     73,                 1.4439,                 1.4943,                 1.7933,                0.61685,                0.62353,                0.59706,                0.28894,                 1.9205,                 1.4886,                 2.3402,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.4418,                  1.492,                   1.79,                0.59748,                0.63123,                0.59835,                0.29029,                 1.9248,                 1.4915,                 2.3421,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.4378,                 1.4766,                 1.7827,                0.60027,                0.63502,                0.60182,                0.28919,                 1.9275,                 1.4925,                 2.3448,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.4446,                 1.4632,                 1.7811,                0.61078,                0.63445,                0.59962,                 0.2888,                 1.9217,                 1.4906,                 2.3378,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.4355,                  1.467,                 1.7801,                0.59647,                0.63501,                0.59854,                0.28661,                  1.924,                 1.4937,                 2.3436,               0.008515,               0.008515,               0.008515
                     78,                 1.4322,                 1.4681,                 1.7783,                0.59026,                0.63884,                0.59605,                0.28636,                  1.921,                 1.4938,                 2.3432,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.4264,                 1.4619,                 1.7672,                0.58713,                0.63607,                0.59103,                0.28494,                 1.9219,                 1.4865,                 2.3442,              0.0084754,              0.0084754,              0.0084754
                     80,                  1.428,                 1.4519,                   1.77,                0.59684,                0.63486,                0.59556,                0.28776,                 1.9241,                 1.4791,                 2.3487,              0.0084556,              0.0084556,              0.0084556
                     81,                  1.432,                 1.4546,                 1.7694,                0.59511,                 0.6317,                0.59645,                 0.2861,                 1.9291,                 1.4811,                 2.3519,              0.0084358,              0.0084358,              0.0084358
                     82,                  1.417,                  1.444,                   1.76,                0.59315,                0.63799,                0.59269,                0.28662,                  1.933,                 1.4858,                 2.3568,               0.008416,               0.008416,               0.008416
                     83,                 1.4257,                 1.4446,                 1.7664,                0.59647,                 0.6299,                0.59224,                0.28647,                 1.9314,                 1.4838,                 2.3579,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.4146,                 1.4374,                 1.7564,                0.59868,                0.61923,                0.59163,                0.28616,                 1.9331,                 1.4817,                 2.3596,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.4242,                 1.4327,                 1.7595,                0.59073,                0.63162,                 0.5898,                0.28667,                 1.9381,                 1.4797,                 2.3636,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.4109,                  1.434,                 1.7556,                0.58048,                0.63914,                0.59121,                0.28682,                 1.9393,                  1.479,                 2.3662,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.4127,                 1.4335,                 1.7551,                0.58852,                0.63531,                0.59102,                0.28494,                 1.9395,                 1.4759,                 2.3647,               0.008317,               0.008317,               0.008317
                     88,                 1.4013,                 1.4192,                 1.7461,                0.60201,                0.63066,                0.58809,                0.28527,                 1.9379,                 1.4758,                 2.3615,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.4041,                 1.4095,                 1.7401,                0.59456,                0.63077,                0.58603,                0.28545,                 1.9386,                  1.475,                 2.3587,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.3912,                 1.4112,                 1.7349,                 0.5907,                0.63387,                 0.5884,                0.28516,                 1.9394,                 1.4757,                 2.3581,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.3991,                 1.4178,                 1.7442,                0.59381,                0.63706,                0.59004,                0.28491,                 1.9378,                 1.4777,                 2.3569,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.3925,                 1.4119,                 1.7355,                0.58561,                0.63366,                0.58633,                0.28599,                 1.9369,                 1.4781,                 2.3562,               0.008218,               0.008218,               0.008218
                     93,                 1.3836,                 1.3863,                 1.7325,                0.58529,                0.63466,                0.58989,                0.28634,                 1.9381,                 1.4766,                 2.3582,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.3959,                 1.4124,                 1.7383,                0.58554,                0.63606,                0.59022,                0.28782,                 1.9405,                 1.4756,                 2.3632,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.3963,                 1.3931,                 1.7371,                0.58844,                0.63759,                0.58914,                 0.2872,                  1.941,                 1.4757,                  2.365,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.3902,                 1.4003,                 1.7333,                0.58497,                 0.6399,                0.58975,                0.28678,                  1.942,                  1.474,                 2.3673,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.3825,                 1.3931,                 1.7276,                0.58916,                0.63811,                0.58988,                0.28694,                 1.9431,                  1.477,                 2.3693,               0.008119,               0.008119,               0.008119
                     98,                 1.3837,                 1.3819,                 1.7267,                0.58656,                0.63917,                0.59076,                0.28759,                 1.9463,                 1.4799,                 2.3738,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.3735,                 1.3673,                 1.7179,                0.58805,                0.64003,                0.59173,                0.28731,                 1.9479,                 1.4797,                  2.377,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.3861,                 1.3854,                 1.7254,                0.57994,                0.64251,                0.59142,                 0.2871,                 1.9511,                 1.4797,                 2.3811,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.3805,                 1.3722,                 1.7197,                 0.5787,                0.64139,                0.59135,                0.28747,                 1.9517,                 1.4799,                 2.3844,              0.0080398,              0.0080398,              0.0080398
                    102,                 1.3755,                 1.3769,                 1.7195,                0.57719,                0.64055,                0.59098,                0.28808,                 1.9543,                 1.4817,                 2.3871,                0.00802,                0.00802,                0.00802
                    103,                 1.3693,                 1.3753,                 1.7162,                0.57944,                0.64202,                0.58958,                 0.2876,                 1.9557,                 1.4832,                 2.3889,              0.0080002,              0.0080002,              0.0080002
